id,id_mal,title,year,season,episodes,average_score,mean_score,popularity,favourites,genres,source,studio
123074,,Yu-Gi-Oh! Capsule Monsters,2006,FALL,12,57,59,2129,23,Adventure,ORIGINAL,Studio Gallop
131957,49555,Tama & Friends: Sagase! Mahou no Punipuni Stone,2006,SPRING,26,,64,164,0,Adventure|Fantasy,ORIGINAL,Dongwoo Animation
173824,,Majime ni Fumajime Kaiketsu Zorori: Zekkouchou!,2006,WINTER,47,,57,183,3,Adventure|Comedy|Fantasy,OTHER,Ajiado
1292,1292,Afro Samurai,2007,WINTER,5,71,71,84108,1402,Action|Adventure,OTHER,GONZO
1607,1607,Venus Versus Virus,2007,WINTER,12,57,58,5400,35,Drama|Romance|Supernatural,MANGA,Studio Hibari
1688,1688,Nanatsu-iro★Drops,2007,SUMMER,12,66,67,4302,41,Fantasy|Mahou Shoujo|Romance,VISUAL_NOVEL,diomedéa
1690,1690,Bokurano,2007,SPRING,24,73,73,45503,450,Drama|Mecha|Psychological|Sci-Fi,MANGA,GONZO
1691,1691,Kaze no Stigma,2007,SPRING,24,67,67,73184,775,Action|Drama|Fantasy|Romance,LIGHT_NOVEL,GONZO
1693,1693,REIDEEN,2007,WINTER,26,61,63,2521,14,Action|Mecha|Sci-Fi,OTHER,Production I.G
1694,1694,IDOLM@STER: XENOGLOSSIA,2007,SPRING,26,59,59,6615,44,Action|Comedy|Mecha|Romance|Sci-Fi,ORIGINAL,
1695,1695,Les Misérables: Shoujo Cosette,2007,WINTER,52,77,78,9156,221,Drama|Slice of Life,OTHER,Nippon Animation
1698,1698,Nodame Cantabile,2007,WINTER,23,80,80,57978,1089,Comedy|Drama|Music|Romance|Slice of Life,MANGA,J.C.STAFF
1699,1699,Romeo x Juliet,2007,SPRING,24,71,72,30392,388,Drama|Fantasy|Romance,OTHER,GONZO
1721,1721,Hitohira,2007,SPRING,12,63,64,3949,17,Drama|Romance|Slice of Life,MANGA,Xebec
1722,1722,Nagasarete Airanto,2007,SPRING,26,67,68,19936,253,Comedy|Ecchi|Fantasy|Romance,MANGA,feel.
1724,1724,Saint October,2007,WINTER,26,62,64,2352,21,Adventure|Drama|Fantasy|Mahou Shoujo|Mystery,ORIGINAL,Studio Comet
1726,1726,Devil May Cry,2007,SUMMER,12,66,66,61018,958,Action|Fantasy,VIDEO_GAME,MADHOUSE
1727,1727,Polyphonica,2007,SPRING,12,63,63,5942,28,Drama|Fantasy|Music|Romance,VISUAL_NOVEL,
1735,1735,Naruto: Shippuden,2007,WINTER,500,82,82,586531,45570,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,MANGA,Studio Pierrot
1807,1807,Prism Ark,2007,FALL,12,58,59,4274,15,Action|Comedy|Drama|Ecchi|Fantasy,VISUAL_NOVEL,
1808,1808,Kamichama Karin,2007,SPRING,26,66,66,9538,125,Comedy|Fantasy|Mahou Shoujo,MANGA,Satelight
1810,1810,Shattered Angels,2007,WINTER,12,57,57,7118,44,Drama|Romance,MANGA,TNK
1818,1818,Claymore,2007,SPRING,26,74,74,116545,2438,Action|Adventure|Fantasy|Horror,MANGA,MADHOUSE
1826,1826,Deltora Quest,2007,WINTER,65,67,68,6825,105,Adventure|Fantasy,OTHER,OLM
1827,1827,Moribito: Guardian of the Spirit,2007,SPRING,26,79,79,43838,817,Action|Adventure|Fantasy,OTHER,Production I.G
1836,1836,Shuffle! Memories,2007,WINTER,12,61,61,9056,39,Comedy|Drama|Ecchi|Fantasy|Romance,VISUAL_NOVEL,
1840,1840,The Familiar of Zero: Knight of the Twin Moons,2007,SUMMER,12,70,70,85810,914,Action|Adventure|Comedy|Ecchi|Fantasy|Romance,LIGHT_NOVEL,J.C.STAFF
1842,1842,Major S3,2007,WINTER,26,80,80,13453,205,Drama|Sports,MANGA,Studio Hibari
1852,1852,Hidamari Sketch,2007,WINTER,12,74,74,28358,781,Comedy|Slice of Life,MANGA,Shaft
1858,1858,Gakuen Utopia Manabi Straight!,2007,WINTER,12,71,72,9265,129,Comedy|Sci-Fi|Slice of Life,ORIGINAL,ufotable
1860,1860,Tokyo Majin,2007,WINTER,14,65,66,18659,138,Action|Drama|Fantasy|Horror,VIDEO_GAME,AIC Spirits
1864,1864,Loving Angel Angelique: Radiant Tomorrow,2007,WINTER,12,61,63,1772,17,Drama|Fantasy|Romance,VIDEO_GAME,Satelight
1865,1865,Mina,2007,WINTER,11,58,59,2381,14,Comedy|Sci-Fi,OTHER,GONZO
1878,1878,Kaze no Shoujo Emily,2007,SPRING,26,68,70,2541,36,Drama|Slice of Life,OTHER,
1885,1885,Master of Epic: The Animation Age,2007,WINTER,12,47,49,697,0,Comedy|Fantasy,VIDEO_GAME,GONZO
1887,1887,Lucky☆Star,2007,SPRING,24,75,75,140468,4868,Comedy|Slice of Life,MANGA,Kyoto Animation
1889,1889,When They Cry Kai,2007,SUMMER,24,80,80,88178,2638,Horror|Mystery|Psychological|Supernatural|Thriller,VISUAL_NOVEL,Studio DEEN
1914,1914,The Story of Saiunkoku Second Series,2007,SPRING,39,75,76,5916,91,Adventure|Comedy|Drama|Fantasy|Romance,LIGHT_NOVEL,MADHOUSE
1915,1915,Magical Girl Lyrical Nanoha StrikerS,2007,SPRING,26,73,73,12603,223,Action|Comedy|Drama|Fantasy|Mahou Shoujo,ORIGINAL,Seven Arcs
1932,1932,Yes! Precure 5,2007,WINTER,49,70,71,6980,136,Action|Comedy|Fantasy|Mahou Shoujo|Romance,ORIGINAL,Toei Animation
1941,1941,MOONLIGHT MILE 1st Season -Lift off-,2007,WINTER,12,64,66,2973,13,Adventure|Drama|Sci-Fi,MANGA,Studio Hibari
1942,1942,Rocket Girls,2007,WINTER,12,66,68,2900,23,Adventure|Comedy|Sci-Fi,LIGHT_NOVEL,Mook Animation
1956,1956,Ikki Tousen: Dragon Destiny,2007,WINTER,12,63,63,13493,117,Action|Ecchi,MANGA,ARMS
1965,1965,sola,2007,SPRING,13,67,68,18120,149,Drama|Romance|Slice of Life|Supernatural,MANGA,Nomad
1988,1988,Himawari Too!!,2007,WINTER,13,61,63,2324,9,Comedy|Romance,ORIGINAL,ARMS
1991,1991,Juusou Kikou Dancougar Nova,2007,WINTER,12,58,60,1902,14,Mecha,ORIGINAL,
2001,2001,Gurren Lagann,2007,SPRING,27,85,85,364082,27898,Action|Comedy|Drama|Mecha|Romance|Sci-Fi,ORIGINAL,Gainax
2002,2002,Heroic Age,2007,SPRING,26,71,71,20606,283,Action|Mecha|Sci-Fi,ORIGINAL,Xebec
2025,2025,Darker than Black,2007,SPRING,25,77,77,172100,3993,Action|Mystery|Sci-Fi,ORIGINAL,bones
2026,2026,Hayate the Combat Butler,2007,SPRING,52,72,72,40951,491,Action|Comedy|Romance,MANGA,SynergySP
2030,2030,El Cazador de la Bruja,2007,SPRING,26,69,69,13692,151,Adventure|Drama|Mystery,ORIGINAL,Bee Train
2031,2031,Shining Tears X Wind,2007,SPRING,13,59,59,5322,33,Action|Adventure|Fantasy,VIDEO_GAME,
2032,2032,Wellber no Monogatari: Sisters of Wellber,2007,SPRING,13,62,64,2285,15,Action|Adventure|Comedy|Drama|Fantasy,ORIGINAL,
2034,2034,Lovely Complex,2007,SPRING,24,78,78,129482,4733,Comedy|Romance|Slice of Life,MANGA,Toei Animation
2035,2035,Emma: A Victorian Romance Second Act,2007,SPRING,12,76,76,6167,75,Drama|Romance|Slice of Life,MANGA,Ajiado
2104,2104,My Bride is a Mermaid,2007,SPRING,26,73,73,60815,955,Comedy|Romance,MANGA,GONZO
2105,2105,"Toka Gettan, The Moonlight Lady Returns",2007,SPRING,26,59,61,4327,39,Drama|Romance|Supernatural,VISUAL_NOVEL,Studio DEEN
2106,2106,Kiss Dum: ENGAGE planet,2007,SPRING,26,60,62,2612,12,Mecha|Sci-Fi,ORIGINAL,
2112,2112,Over Drive,2007,SPRING,26,71,71,7391,50,Sports,MANGA,Xebec
2130,2130,Princess Resurrection,2007,SPRING,25,65,65,16017,183,Action|Comedy|Horror|Supernatural,MANGA,MADHOUSE
2142,2142,Blue Dragon,2007,SPRING,51,60,61,11314,132,Adventure|Comedy|Fantasy|Supernatural,VIDEO_GAME,
2152,2152,Oh! Edo Rocket,2007,SPRING,26,68,69,2964,27,Comedy|Drama|Fantasy|Sci-Fi,OTHER,MADHOUSE
2153,2153,Saint Beast: Kouin Jojishi Tenshi Tan,2007,SPRING,13,56,59,1227,15,Fantasy,,Tokyo Kids
2155,2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,2007,SPRING,13,56,57,4109,16,Drama|Slice of Life,VISUAL_NOVEL,
2156,2156,Bakugan Battle Brawlers,2007,SPRING,52,62,62,27609,439,Action|Fantasy,ORIGINAL,TMS Entertainment
2157,2157,Koutetsushin Jeeg,2007,SPRING,13,67,69,2541,37,Mecha|Sci-Fi,ORIGINAL,
2158,2158,Toward the Terra (TV),2007,SPRING,24,75,75,14334,229,Action|Drama|Sci-Fi,MANGA,Minami Machi Bugyousho
2159,2159,Big Windup!,2007,SPRING,25,76,77,22473,600,Comedy|Sports,MANGA,A-1 Pictures
2161,2161,The Skull Man,2007,SPRING,13,62,63,7555,41,Action|Mystery,MANGA,bones
2162,2162,Koutetsu Sangokushi,2007,SPRING,25,54,56,1462,6,Adventure,,
2164,2164,Den-noh Coil,2007,SPRING,26,77,78,42171,812,Adventure|Comedy|Drama|Mystery|Sci-Fi,ORIGINAL,MADHOUSE
2165,2165,Gegege no Kitarou (2007),2007,SPRING,100,67,71,1793,22,Comedy|Fantasy|Horror,MANGA,
2167,2167,Clannad,2007,FALL,23,77,77,289061,7849,Comedy|Drama|Romance|Slice of Life|Supernatural,VISUAL_NOVEL,Kyoto Animation
2215,2215,Kishin Taisen Gigantic Formula,2007,SPRING,26,60,63,1845,10,Mecha|Sci-Fi,ORIGINAL,Brain's Base
2216,2216,Shigurui: Death Frenzy,2007,SUMMER,12,69,69,27908,353,Action|Drama|Psychological,MANGA,MADHOUSE
2246,2246,Mononoke,2007,SUMMER,12,82,82,89726,4209,Fantasy|Horror|Mystery|Psychological|Supernatural,ORIGINAL,Toei Animation
2251,2251,Baccano!,2007,SUMMER,13,81,81,185953,6994,Action|Mystery|Supernatural,LIGHT_NOVEL,Brain's Base
2367,2367,Moetan,2007,SUMMER,11,60,61,7496,57,Comedy|Ecchi|Mahou Shoujo,OTHER,Actas
2369,2369,Rental Magica,2007,FALL,24,66,66,10151,67,Action|Fantasy|Mystery|Supernatural,LIGHT_NOVEL,ZEXCS
2403,2403,Kodomo no Jikan,2007,FALL,12,62,62,24116,323,Comedy|Drama|Ecchi,MANGA,diomedéa
2404,2404,Zombie Loan,2007,SUMMER,11,62,62,18683,131,Action|Horror|Supernatural,MANGA,Xebec
2476,2476,School Days (TV),2007,SUMMER,12,49,49,123440,1298,Drama|Psychological|Romance,VISUAL_NOVEL,TNK
2494,2494,Good Luck! Ninomiya-kun,2007,FALL,12,60,61,16225,98,Comedy|Ecchi|Fantasy,LIGHT_NOVEL,AIC Spirits
2508,2508,Genshiken 2,2007,FALL,12,76,76,15932,162,Comedy|Slice of Life,MANGA,ARMS
2552,2552,Tetsuko no Tabi,2007,SUMMER,13,53,56,959,4,Comedy,MANGA,Group TAC
2562,2562,Shion no Ou: The Flowers of Hard Blood,2007,FALL,22,71,72,6837,46,Drama|Mystery|Thriller,MANGA,
2564,2564,CODE-E,2007,SUMMER,12,61,62,3742,13,Comedy|Romance|Sci-Fi|Slice of Life,ORIGINAL,
2581,2581,Mobile Suit Gundam 00,2007,FALL,25,78,78,41595,1263,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
2595,2595,D.C.II: Da Capo II,2007,FALL,13,65,65,6744,42,Drama|Ecchi|Romance,VISUAL_NOVEL,
2596,2596,Ghost Hound,2007,FALL,22,70,71,33891,377,Horror|Mystery|Psychological|Sci-Fi|Supernatural,MANGA,Production I.G
2602,2602,Kenkou Zenrakei Suieibu Umishou,2007,SUMMER,13,66,67,7687,51,Comedy|Ecchi|Sports,MANGA,Artland
2603,2603,Mushi-Uta,2007,SUMMER,12,61,62,3137,17,Action|Fantasy|Sci-Fi,LIGHT_NOVEL,ZEXCS
2604,2604,Sky Girls,2007,SUMMER,26,66,67,5616,44,Action|Mecha|Sci-Fi,ORIGINAL,J.C.STAFF
2605,2605,"Sayonara, Zetsubou-Sensei",2007,SUMMER,12,76,76,80533,1752,Comedy,MANGA,Shaft
2608,2608,Wangan Midnight,2007,SUMMER,26,72,72,13779,376,Action|Sports,MANGA,A.C.G.T.
2620,2620,Spider Riders: Resurrected Sun,2007,SPRING,26,62,65,1342,10,Action|Adventure|Mecha,OTHER,Bee Train
2683,2683,Tokyo Majin Season 2,2007,SUMMER,12,67,68,6834,46,Action|Drama|Fantasy|Horror|Mystery,VIDEO_GAME,AIC Spirits
2684,2684,BUZZER BEATER (2007),2007,SUMMER,13,63,64,1805,18,Action|Sci-Fi|Sports,MANGA,
2719,2719,MapleStory,2007,FALL,25,39,39,1190,4,Action|Comedy|Fantasy|Romance,VIDEO_GAME,MADHOUSE
2744,2744,Potemayo,2007,SUMMER,12,69,70,5747,79,Comedy,MANGA,J.C.STAFF
2772,2772,Hero Tales,2007,FALL,26,62,63,4941,27,Action|Fantasy,MANGA,
2787,2787,Shakugan no Shana: Season II,2007,FALL,24,72,72,50184,413,Action|Comedy|Drama|Fantasy|Romance,LIGHT_NOVEL,J.C.STAFF
2795,2795,Dragonaut -THE RESONANCE-,2007,FALL,25,61,61,12874,72,Action|Drama|Fantasy|Mecha|Romance|Sci-Fi,ORIGINAL,GONZO
2923,2923,Shugo Chara!,2007,FALL,51,71,71,38562,1027,Comedy|Mahou Shoujo|Romance,MANGA,Satelight
2924,2924,ef ~ A Tale of Memories,2007,FALL,12,75,75,48862,587,Drama|Mystery|Psychological|Romance,VISUAL_NOVEL,Shaft
2926,2926,Myself; Yourself,2007,FALL,13,66,66,30143,197,Drama|Romance,VISUAL_NOVEL,Doga Kobo
2927,2927,Kimikiss,2007,FALL,24,69,69,14783,87,Drama|Romance,VISUAL_NOVEL,J.C.STAFF
2929,2929,MOONLIGHT MILE 2nd Season -Touch down-,2007,FALL,14,66,69,1190,7,Adventure|Drama|Sci-Fi,MANGA,Studio Hibari
2930,2930,Tensai? Dr. Hamax,2007,FALL,13,,49,123,0,Comedy,ORIGINAL,Trans Arts
2931,2931,Mokke,2007,FALL,24,67,68,4677,29,Mystery|Slice of Life|Supernatural,MANGA,MADHOUSE
2942,2942,Sketchbook ~full color's~,2007,FALL,13,72,72,9835,136,Comedy|Slice of Life,MANGA,Hal Film Maker
2963,2963,Minami-ke,2007,FALL,13,73,73,35727,340,Comedy|Slice of Life,MANGA,Daume
2964,2964,Blue Drop,2007,FALL,13,62,63,6541,37,Drama|Sci-Fi,MANGA,
2965,2965,Fantastic Detective Labyrinth,2007,FALL,25,60,63,2200,11,Mystery|Sci-Fi,MANGA,Studio DEEN
2970,2970,Night Wizard The ANIMATION,2007,FALL,13,61,62,5530,33,Adventure|Fantasy,VIDEO_GAME,Hal Film Maker
2985,2985,Neuro: Supernatural Detective,2007,FALL,25,71,71,12001,153,Comedy|Mystery|Supernatural,MANGA,MADHOUSE
2986,2986,Bamboo Blade,2007,FALL,26,76,76,17747,1673,Comedy|Sports,MANGA,AIC A.S.T.A.
3000,3000,You're Under Arrest: Full Throttle,2007,FALL,23,68,70,2874,26,Action|Comedy,MANGA,Studio DEEN
3001,3001,Moyashimon,2007,FALL,11,72,73,15731,110,Comedy|Supernatural,MANGA,Telecom Animation Film
3002,3002,Kaiji - Ultimate Survivor,2007,FALL,26,82,82,95525,4609,Psychological|Thriller,MANGA,MADHOUSE
3073,3073,Robby & Kerobby,2007,SPRING,52,,43,188,0,Comedy,ORIGINAL,
3146,3146,GR: Giant Robo,2007,WINTER,13,63,66,2199,24,Adventure|Mecha|Sci-Fi,,A.C.G.T.
3166,3166,Ayakashi,2007,FALL,12,56,57,4418,14,Action|Fantasy|Horror|Sci-Fi,VISUAL_NOVEL,Tokyo Kids
3251,3251,Hatara Kids Mai Ham Gumi,2007,FALL,50,,57,253,1,Action|Comedy|Slice of Life,ORIGINAL,Toei Animation
3576,3576,Dinosaur King,2007,WINTER,49,62,63,9026,209,Adventure,VIDEO_GAME,Sunrise
4444,4444,Zero Duel Masters,2007,SPRING,12,52,54,826,8,Adventure|Comedy|Sports,ORIGINAL,SynergySP
5276,5276,Happy Happy Clover,2007,SUMMER,13,60,65,821,9,Comedy|Fantasy|Slice of Life,MANGA,Group TAC
5468,5468,Yattokame Tanteidan,2007,FALL,13,,41,161,0,Mystery|Slice of Life,,No Side
7522,7522,Tai Chi Chasers,2007,SPRING,39,52,56,573,7,Action|Adventure|Fantasy,,Toei Animation
9533,9533,Pururun! Shizuku-chan Aha☆,2007,FALL,51,,47,182,1,Comedy,MANGA,
2129,2129,True Tears,2008,WINTER,13,68,68,41269,304,Drama|Romance,ORIGINAL,P.A.WORKS
2904,2904,Code Geass: Lelouch of the Rebellion R2,2008,SPRING,25,87,87,349810,21583,Action|Drama|Mecha|Sci-Fi|Thriller,ORIGINAL,Sunrise
2966,2966,Spice and Wolf,2008,WINTER,13,80,80,176987,5653,Adventure|Fantasy|Romance|Slice of Life,LIGHT_NOVEL,Imagin
2993,2993,Rosario + Vampire,2008,WINTER,13,63,63,121517,1707,Comedy|Ecchi|Fantasy|Romance,MANGA,GONZO
3091,3091,xxxHOLiC◆Kei,2008,SPRING,13,80,80,23143,352,Comedy|Drama|Horror|Mystery|Psychological|Supernatural,MANGA,Production I.G
3092,3092,Junjo Romantica,2008,SPRING,12,66,66,37854,810,Comedy|Drama|Romance,MANGA,Studio DEEN
3225,3225,Minami-ke: Okawari,2008,WINTER,13,70,70,14134,69,Comedy|Slice of Life,MANGA,Asread
3226,3226,Major S4,2008,WINTER,26,80,80,12745,162,Comedy|Drama|Sports,MANGA,SynergySP
3228,3228,"Zoku Sayonara, Zetsubou-Sensei",2008,WINTER,13,77,77,30918,466,Comedy,MANGA,Shaft
3229,3229,Kimi ga Aruji de Shitsuji ga Ore de,2008,WINTER,13,67,67,19630,108,Comedy|Ecchi|Romance,VISUAL_NOVEL,A.C.G.T.
3230,3230,Tower of Druaga: The Aegis of Uruk,2008,SPRING,12,67,67,19420,140,Adventure|Comedy|Fantasy,VIDEO_GAME,GONZO
3231,3231,Gunslinger Girl -Il Teatrino-,2008,WINTER,13,74,74,13782,1655,Action|Drama|Sci-Fi,MANGA,Artland
3295,3295,Yatterman,2008,WINTER,60,57,60,1468,12,Adventure|Comedy,ORIGINAL,Tatsunoko Production
3297,3297,ARIA The ORIGINATION,2008,WINTER,13,86,86,35983,2101,Fantasy|Sci-Fi|Slice of Life,MANGA,Hal Film Maker
3298,3298,Hatenkou Yugi,2008,WINTER,10,64,65,5118,28,Adventure|Comedy|Drama|Fantasy|Romance,MANGA,Studio DEEN
3299,3299,H2O: Footprints in the Sand,2008,WINTER,12,64,64,15515,120,Romance,VISUAL_NOVEL,ZEXCS
3322,3322,Our Home's Fox Deity,2008,SPRING,24,67,68,5355,15,Adventure|Fantasy|Supernatural,LIGHT_NOVEL,
3342,3342,RIN ~Daughters of Mnemosyne~,2008,WINTER,6,67,67,36643,418,Action|Ecchi|Horror|Sci-Fi|Supernatural,ORIGINAL,Xebec
3358,3358,Kurenai,2008,SPRING,12,69,70,17328,106,Action|Comedy|Drama,LIGHT_NOVEL,Brain's Base
3359,3359,Amatsuki,2008,SPRING,13,64,64,7565,39,Action|Fantasy|Supernatural,MANGA,Studio DEEN
3363,3363,RD Sennou Chousashitsu,2008,SPRING,26,67,68,7487,51,Action|Mystery|Sci-Fi,ORIGINAL,Production I.G
3366,3366,Persona -trinity soul-,2008,WINTER,26,59,59,15900,99,Action|Drama|Mystery|Sci-Fi|Supernatural,ORIGINAL,A-1 Pictures
3389,3389,BUS GAMER,2008,WINTER,3,57,57,4603,17,Action,MANGA,Anpro
3407,3407,Blassreiter,2008,SPRING,24,63,63,14409,102,Action|Mecha|Sci-Fi,ORIGINAL,GONZO
3420,3420,Shigofumi,2008,WINTER,12,71,71,22143,182,Drama|Fantasy|Psychological|Supernatural|Thriller,ORIGINAL,J.C.STAFF
3424,3424,The Orphans of Simitra,2008,WINTER,52,62,67,1466,6,Drama|Slice of Life,OTHER,
3455,3455,To Love Ru,2008,SPRING,26,65,65,136809,2049,Comedy|Ecchi|Romance|Sci-Fi,MANGA,Xebec
3457,3457,Vampire Knight,2008,SPRING,13,63,63,97688,1664,Drama|Mystery|Romance|Supernatural,MANGA,Studio DEEN
3464,3464,Kemeko DX,2008,FALL,12,61,61,8148,57,Comedy|Ecchi|Romance|Sci-Fi,MANGA,
3467,3467,Haruka Nogizaka's Secret,2008,SUMMER,12,68,68,23503,204,Comedy|Ecchi|Romance,LIGHT_NOVEL,diomedéa
3470,3470,S.A: Special A,2008,SPRING,24,71,71,59994,981,Comedy|Drama|Romance|Slice of Life,MANGA,GONZO
3501,3501,Sisters of Wellber Zwei,2008,WINTER,13,66,70,1340,11,Action|Adventure|Drama|Fantasy|Romance,ORIGINAL,
3503,3503,Kanokon: The Girl Who Cried Fox,2008,SPRING,12,57,57,47500,368,Comedy|Ecchi|Romance|Supernatural,LIGHT_NOVEL,Xebec
3514,3514,Noramimi,2008,WINTER,12,,47,343,0,Comedy,MANGA,
3549,3549,Allison & Lillia,2008,SPRING,26,69,70,8452,97,Action|Adventure,LIGHT_NOVEL,MADHOUSE
3572,3572,Macross Frontier,2008,SPRING,25,76,76,29066,630,Action|Mecha|Music|Romance|Sci-Fi,ORIGINAL,Satelight
3577,3577,Kyouran Kazoku Nikki,2008,SPRING,26,68,68,6044,28,Comedy|Sci-Fi,LIGHT_NOVEL,Nomad
3588,3588,Soul Eater,2008,SPRING,51,77,77,376974,15006,Action|Adventure|Comedy|Fantasy|Supernatural,MANGA,bones
3604,3604,Hidamari Sketch x 365,2008,SUMMER,13,78,79,10716,206,Comedy|Slice of Life,MANGA,Shaft
3613,3613,Library War,2008,SPRING,12,71,71,15113,134,Action|Comedy|Romance,LIGHT_NOVEL,Production I.G
3614,3614,Ryoko's Case File,2008,SUMMER,13,66,67,4555,27,Mystery|Supernatural,LIGHT_NOVEL,Doga Kobo
3615,3615,Neo Angelique Abyss,2008,SPRING,13,61,62,4855,34,Comedy|Fantasy|Romance,VISUAL_NOVEL,
3616,3616,Kamen no Maid Guy,2008,SPRING,12,64,65,7223,37,Action|Comedy|Ecchi,MANGA,MADHOUSE
3627,3627,D.C.II S.S.: Da Capo II Second Season,2008,SPRING,13,68,69,5610,36,Comedy|Drama|Fantasy|Romance,VISUAL_NOVEL,
3653,3653,Linebarrels of Iron,2008,FALL,24,63,63,7705,46,Action|Mecha|Sci-Fi,MANGA,GONZO
3654,3654,Macademi WAsshoi!,2008,FALL,12,64,64,7488,62,Comedy|Ecchi|Fantasy|Romance|Supernatural,LIGHT_NOVEL,
3655,3655,Nabari no Ou,2008,SPRING,26,68,68,25462,279,Action|Drama|Psychological|Supernatural,MANGA,J.C.STAFF
3656,3656,Monochrome Factor,2008,SPRING,24,62,63,8152,69,Action|Supernatural,MANGA,A.C.G.T.
3667,3667,Strike Witches,2008,SUMMER,12,66,66,39313,465,Action|Ecchi|Sci-Fi,ORIGINAL,GONZO
3668,3668,Telepathy Shoujo Ran,2008,SUMMER,26,61,63,2135,12,Mystery|Romance|Supernatural,OTHER,TMS Entertainment
3673,3673,The Daughter of 20 Faces,2008,SPRING,22,71,72,7598,70,Action|Adventure|Mystery,MANGA,bones
3692,3692,Yes! Precure 5 GoGo!,2008,WINTER,48,69,70,4634,91,Action|Comedy|Fantasy|Mahou Shoujo,ORIGINAL,Toei Animation
3701,3701,Kaiba,2008,SPRING,12,79,79,49437,2109,Adventure|Mystery|Psychological|Romance|Sci-Fi,ORIGINAL,MADHOUSE
3710,3710,Graveyard Kitaro,2008,WINTER,11,66,68,3625,38,Horror|Supernatural,MANGA,
3712,3712,"The Familiar of Zero: ""Rondo"" of Princesses",2008,SUMMER,12,69,69,75386,748,Action|Adventure|Comedy|Ecchi|Fantasy|Romance,LIGHT_NOVEL,J.C.STAFF
3713,3713,Hell Girl: Three Vessels,2008,FALL,26,72,72,18654,154,Horror|Mystery|Psychological|Supernatural,ORIGINAL,Studio DEEN
3731,3731,ItaKiss,2008,SPRING,25,69,69,41607,690,Comedy|Romance,MANGA,TMS Entertainment
3840,3840,Glass Maiden,2008,SPRING,12,56,57,3100,16,Action|Sci-Fi,ORIGINAL,Studio Fantasia
3859,3859,Himitsu: Top Secret - The Revelation,2008,SPRING,26,68,70,4615,32,Mystery|Psychological|Sci-Fi,MANGA,MADHOUSE
3927,3927,Mobile Suit Gundam 00 Second Season,2008,FALL,25,77,77,25854,529,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
3958,3958,Kannagi: Crazy Shrine Maidens,2008,FALL,13,69,70,36530,276,Comedy|Supernatural,MANGA,A-1 Pictures
3972,3972,Yu-Gi-Oh! 5D's,2008,SPRING,154,73,73,31146,989,Action|Sci-Fi,ORIGINAL,Studio Gallop
3974,3974,Birdy the Mighty: Decode,2008,SUMMER,13,73,74,25386,1823,Action|Comedy|Sci-Fi,MANGA,A-1 Pictures
3975,3975,Uchi no 3 Shimai,2008,SPRING,102,58,69,371,8,Comedy|Slice of Life,OTHER,Toei Animation
4021,4021,Antique Bakery,2008,SUMMER,12,65,66,7063,56,Comedy|Slice of Life,MANGA,Nippon Animation
4028,4028,The Slayers Revolution,2008,SUMMER,13,69,70,7075,54,Adventure|Comedy|Fantasy,LIGHT_NOVEL,J.C.STAFF
4038,4038,Psychic Squad,2008,SPRING,51,69,70,10707,62,Action|Comedy|Sci-Fi,MANGA,SynergySP
4039,4039,Golgo 13 (TV),2008,SPRING,50,72,73,10365,144,Action|Drama|Thriller,MANGA,The Answer Studio
4051,4051,Web Ghosts PiPoPa,2008,SPRING,51,56,60,736,9,Action|Adventure|Comedy|Fantasy,ORIGINAL,
4063,4063,Sekirei,2008,SUMMER,12,65,65,74736,826,Action|Comedy|Ecchi,MANGA,Seven Arcs
4066,4066,Tytania,2008,FALL,26,62,63,4166,10,Adventure|Psychological|Romance|Sci-Fi,LIGHT_NOVEL,Artland
4080,4080,Kyo Kara Maoh! Season 3,2008,SPRING,39,73,74,5297,66,Adventure|Comedy|Fantasy|Romance,LIGHT_NOVEL,Studio DEEN
4081,4081,Natsume's Book of Friends Season 1,2008,SUMMER,13,80,80,124625,4686,Drama|Fantasy|Slice of Life|Supernatural,MANGA,Brain's Base
4087,4087,Michiko & Hatchin,2008,FALL,22,76,76,61359,1481,Action|Adventure,ORIGINAL,Manglobe
4151,4151,Blade of the Immortal,2008,SUMMER,13,64,65,14879,134,Action|Adventure|Supernatural,MANGA,Bee Train
4181,4181,Clannad: After Story,2008,FALL,24,88,88,216705,16939,Drama|Romance|Slice of Life|Supernatural,VISUAL_NOVEL,Kyoto Animation
4196,4196,Ikki Tousen: Great Guardians,2008,SUMMER,12,62,63,12031,94,Action|Ecchi,MANGA,ARMS
4197,4197,Blue Dragon: The Seven Dragons of the Heavens,2008,SPRING,51,62,63,4060,36,Adventure|Comedy|Fantasy|Supernatural,VIDEO_GAME,
4209,4209,MISSION-E,2008,SUMMER,12,60,62,1425,5,Action|Comedy|Sci-Fi,ORIGINAL,
4214,4214,Rosario + Vampire Capu2,2008,FALL,13,64,64,68387,723,Comedy|Ecchi|Fantasy|Romance,MANGA,GONZO
4224,4224,Toradora!,2008,FALL,25,78,78,523473,21424,Comedy|Drama|Romance|Slice of Life,LIGHT_NOVEL,J.C.STAFF
