id,id_mal,title,year,season,episodes,average_score,mean_score,popularity,favourites,genres,source,studio
104,104,"Ceres, Celestial Legend",2000,SPRING,24,65,66,9017,106,Adventure|Comedy|Drama|Horror|Romance,MANGA,Studio Pierrot
105,105,BOYS BE ...,2000,SPRING,13,59,59,4529,22,Comedy|Romance|Slice of Life,MANGA,Hal Film Maker
127,127,Gate Keepers,2000,SPRING,24,64,65,4544,49,Action|Comedy|Fantasy|Mecha|Sci-Fi,VIDEO_GAME,GONZO
129,129,Saiyuki,2000,SPRING,50,70,70,10726,183,Adventure|Comedy|Drama|Supernatural,MANGA,Studio Pierrot
171,171,Strange Dawn,2000,SUMMER,13,61,63,2496,15,Adventure|Drama|Fantasy,ORIGINAL,Hal Film Maker
180,180,Vandread,2000,FALL,13,67,67,15332,212,Action|Comedy|Mecha|Romance|Sci-Fi,ORIGINAL,GONZO
189,189,Love Hina,2000,SPRING,24,66,66,43848,474,Comedy|Ecchi|Romance|Slice of Life,MANGA,Xebec
233,233,Daa! Daa! Daa!,2000,SPRING,78,72,73,5007,126,Comedy|Sci-Fi,MANGA,J.C.STAFF
243,243,Gravitation TV,2000,FALL,13,62,62,16207,241,Comedy|Music|Romance,MANGA,Studio DEEN
249,249,InuYasha,2000,FALL,167,77,77,168029,7078,Action|Adventure|Comedy|Fantasy|Romance,MANGA,Sunrise
263,263,Hajime no Ippo: The Fighting!,2000,FALL,75,87,87,137424,8811,Comedy|Drama|Sports,MANGA,MADHOUSE
285,285,Argento Soma,2000,FALL,25,65,65,8679,85,Action|Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
318,318,Hand Maid May,2000,SUMMER,10,62,63,6255,63,Comedy|Ecchi|Romance|Sci-Fi,ORIGINAL,TNK
332,332,Magical Circle Guru Guru 2,2000,SPRING,38,67,71,1273,10,Comedy|Fantasy,MANGA,Nippon Animation
351,351,Ojamajo Doremi Sharp,2000,WINTER,49,75,76,7551,206,Comedy|Drama|Fantasy|Mahou Shoujo|Slice of Life,ORIGINAL,Toei Animation
369,369,Boogiepop Phantom,2000,WINTER,12,70,70,42180,838,Drama|Horror|Mystery|Psychological|Supernatural,LIGHT_NOVEL,MADHOUSE
396,396,Banner of the Stars,2000,SPRING,13,73,74,8515,90,Action|Romance|Sci-Fi,OTHER,Sunrise
481,481,Yu-Gi-Oh!,2000,SPRING,224,73,73,83379,2615,Adventure|Fantasy,MANGA,Studio Gallop
508,508,Hamtaro,2000,SUMMER,193,67,67,13941,234,Adventure|Comedy|Slice of Life,MANGA,
553,553,Descendants of Darkness,2000,FALL,13,64,64,8198,117,Drama|Fantasy|Horror,MANGA,J.C.STAFF
561,561,Sakura Wars,2000,SPRING,25,66,67,8223,73,Action|Adventure|Drama|Mecha|Sci-Fi|Supernatural,VIDEO_GAME,MADHOUSE
598,598,Android Kikaider - The Animation,2000,FALL,13,66,67,3023,73,Action|Adventure|Drama|Mecha|Sci-Fi,MANGA,Radix
606,606,Carried by the Wind: Tsukikage Ran,2000,WINTER,13,69,70,5220,67,Adventure|Comedy,ORIGINAL,MADHOUSE
783,783,Miami☆Guns,2000,WINTER,13,62,63,2660,33,Comedy|Ecchi,MANGA,Group TAC
800,800,NieA_7,2000,SPRING,13,66,66,15849,184,Comedy|Sci-Fi|Slice of Life,MANGA,Triangle Staff
832,832,Ginsoukikou Ordian,2000,SPRING,24,58,61,1676,18,Mecha|Sci-Fi,ORIGINAL,Plum
888,888,Pilot Candidate,2000,WINTER,12,57,58,4402,37,Action|Mecha|Sci-Fi,MANGA,Xebec
1137,1137,Shinzo,2000,WINTER,32,65,66,3395,51,Adventure|Drama|Fantasy|Sci-Fi,ORIGINAL,
1281,1281,Ghost Stories,2000,FALL,19,74,74,76457,1765,Horror|Mystery|Supernatural,OTHER,Studio Pierrot
1313,1313,Digimon: Digital Monsters 02,2000,SPRING,50,69,69,38411,609,Action|Adventure|Comedy|Drama|Fantasy|Sci-Fi,ORIGINAL,Toei Animation
1450,1450,Brigadoon,2000,SUMMER,26,68,70,5692,114,Adventure|Comedy|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
1508,1508,Sci-fi Harry,2000,FALL,20,56,58,3284,33,Drama|Horror|Sci-Fi,MANGA,APPP
1684,1684,Dotto KONI-chan,2000,FALL,26,68,71,1594,28,Comedy,ORIGINAL,Shaft
1769,1769,The Super Milk-Chan Show,2000,WINTER,12,59,61,1764,47,Action|Comedy|Sci-Fi,ORIGINAL,Studio Pierrot
1975,1975,Invincible King Tri-Zenon,2000,FALL,22,60,65,920,7,Mecha|Sci-Fi,ORIGINAL,E&G Films
2284,2284,Transformers: Robots in Disguise,2000,SPRING,39,59,60,1432,15,Adventure|Comedy|Mecha|Sci-Fi,,Studio Gallop
2484,2484,GEAR Senshi Dendoh,2000,FALL,38,69,73,1790,23,Action|Mecha,ORIGINAL,Sunrise
2566,2566,Taro the Space Alien,2000,SPRING,24,49,54,422,2,Comedy,,
2694,2694,Hidamari no Ki,2000,SPRING,25,73,76,3328,88,Drama,MANGA,MADHOUSE
3369,3369,Shoubushi Densetsu Tetsuya,2000,FALL,20,73,74,4096,70,Sports,MANGA,
3499,3499,DINOZAURS : THE SERIES,2000,SUMMER,26,45,48,447,3,Adventure|Sci-Fi,OTHER,Sunrise
3935,3935,Clockwork Fighters Hiwou's War,2000,FALL,26,65,70,1160,18,Action|Adventure|Mecha,ORIGINAL,bones
4052,4052,Medabots Spirits,2000,SUMMER,39,63,64,4400,41,Action|Adventure|Mecha|Sci-Fi,VIDEO_GAME,Trans Arts
4067,4067,Shin Megami Tensei: Devil Children,2000,FALL,50,63,69,1215,16,Action|Adventure|Fantasy,VIDEO_GAME,
4962,4962,Mon Colle Knights,2000,WINTER,51,62,64,1701,32,Adventure|Comedy|Fantasy,OTHER,Studio DEEN
5088,5088,Dr. Fabre is a Detective,2000,SPRING,26,65,74,422,4,Mystery,OTHER,
5475,5475,Time Bokan 2000: Kaitou Kiramekiman,2000,SPRING,26,45,48,470,6,Action|Adventure,,Tatsunoko Production
5793,5793,Robo Crosser,,,1,,45,61,0,Sci-Fi,OTHER,Telecom Animation Film
9810,9810,Nyani ga Nyandaa Nyandaa Kamen,2000,WINTER,83,64,69,649,13,Comedy,OTHER,
13201,13201,Monster Rancher (2000),2000,SPRING,25,64,64,4317,42,Action|Adventure|Comedy|Fantasy,VIDEO_GAME,TMS Entertainment
20622,22051,Sudden Death,,,,,,571,7,Comedy|Slice of Life,MANGA,Gainax
20825,28613,Galactic Divine Wind Jinraiger,,,,,32,318,4,Mecha,ORIGINAL,
21080,30223,Shishou Series,,,,,51,1355,14,,OTHER,Studio Pierrot
21263,,Mirai Arise,,,,,52,1822,18,,ORIGINAL,Sunrise
21488,32012,Utakata:Overdrive,,,,,,650,6,Fantasy|Music,ORIGINAL,
101744,37919,Nidome no Jinsei wo Isekai de,,,,,57,1338,35,Action|Adventure|Fantasy,LIGHT_NOVEL,Seven Arcs
108747,25063,Anime Roukyoku Kikou Shimizu no Jirochouden,2000,SPRING,10,,42,143,0,Comedy|Drama,ORIGINAL,
146664,,Corrector Yui Season 2,2000,SPRING,26,66,72,714,33,Adventure|Comedy|Mahou Shoujo|Sci-Fi,ORIGINAL,Nippon Animation
22,22,The Prince of Tennis,2001,FALL,178,75,75,35281,758,Action|Comedy|Sports,MANGA,Production I.G
52,52,Angelic Layer,2001,SPRING,26,70,70,11292,183,Comedy|Drama|Sci-Fi|Sports,MANGA,bones
100,100,Prétear: The New Legend of Snow White,2001,SPRING,13,67,67,11199,165,Comedy|Drama|Fantasy|Mahou Shoujo|Romance,MANGA,Hal Film Maker
120,120,Fruits Basket,2001,SUMMER,26,75,75,96590,2410,Comedy|Drama|Romance|Slice of Life|Supernatural,MANGA,Studio DEEN
135,135,Hikaru no Go,2001,FALL,75,78,78,27224,739,Comedy|Sports|Supernatural,MANGA,Studio Pierrot
154,154,Shaman King,2001,SUMMER,64,74,74,58705,1351,Action|Adventure|Comedy|Drama|Supernatural,MANGA,Xebec
156,156,X (TV),2001,FALL,24,69,69,16390,201,Action|Drama|Fantasy|Romance,MANGA,MADHOUSE
168,168,s-CRY-ed,2001,SUMMER,26,70,71,15824,277,Action|Adventure|Sci-Fi,ORIGINAL,Sunrise
181,181,Vandread: The Second Stage,2001,FALL,13,70,70,8155,116,Action|Comedy|Mecha|Romance|Sci-Fi,ORIGINAL,GONZO
246,246,Rave Master,2001,FALL,51,67,67,19388,216,Adventure|Comedy|Fantasy|Romance,MANGA,Studio DEEN
253,253,Haré+Guu,2001,SPRING,26,73,74,8468,146,Comedy,MANGA,Shin-Ei Animation
270,270,Hellsing,2001,FALL,13,72,72,139343,2874,Action|Horror|Supernatural,MANGA,GONZO
272,272,Noir,2001,SPRING,26,76,76,29046,2224,Action|Drama|Mystery,ORIGINAL,Bee Train
276,276,Mahoromatic: Automatic Maiden,2001,FALL,12,68,68,16489,170,Comedy|Ecchi|Romance|Sci-Fi,MANGA,Gainax
287,287,Baki the Grappler,2001,WINTER,24,72,72,37595,696,Action|Sports,MANGA,Group TAC
288,288,Beyblade,2001,WINTER,51,65,65,26429,430,Action|Adventure|Comedy|Sci-Fi|Sports,MANGA,MADHOUSE
289,289,Comic Party,2001,SPRING,13,63,63,5121,50,Comedy|Drama,VISUAL_NOVEL,OLM
321,321,Najica Blitz Tactics,2001,FALL,12,57,58,3470,32,Action|Comedy|Ecchi|Sci-Fi,ORIGINAL,Studio Fantasia
352,352,Motto! Ojamajo Doremi,2001,WINTER,50,76,77,6426,210,Comedy|Drama|Fantasy|Mahou Shoujo|Slice of Life,ORIGINAL,Toei Animation
397,397,Banner of the Stars II,2001,SUMMER,10,75,76,5526,61,Action|Romance|Sci-Fi,OTHER,Sunrise
445,445,Tales of Eternia,2001,WINTER,13,58,59,3949,26,Adventure|Comedy|Fantasy|Romance,VIDEO_GAME,Xebec
509,509,I My Me! Strawberry Eggs,2001,SUMMER,13,63,63,7061,61,Comedy|Drama|Romance|Slice of Life,ORIGINAL,TNK
551,551,Grappler Baki Maximum Tournament,2001,SUMMER,24,72,73,22356,321,Action|Sports,MANGA,
682,682,Angel Tales,2001,FALL,12,59,60,3354,21,Comedy|Fantasy|Romance,ORIGINAL,Tokyo Kids
764,764,Zoids New Century/Zero,2001,WINTER,26,69,70,5348,109,Adventure|Comedy|Mecha|Sci-Fi|Sports,OTHER,Xebec
799,799,Kokoro Toshokan,2001,FALL,13,65,67,2669,30,Comedy|Drama|Slice of Life,MANGA,Studio DEEN
812,812,Arjuna,2001,WINTER,13,62,62,9331,86,Adventure|Drama|Fantasy|Sci-Fi,ORIGINAL,Satelight
831,831,A Little Snow Fairy Sugar,2001,FALL,24,67,68,4980,82,Comedy|Fantasy,ORIGINAL,J.C.STAFF
836,836,Sister Princess,2001,SPRING,26,60,61,5689,47,Comedy|Drama|Romance|Slice of Life,LIGHT_NOVEL,ZEXCS
874,874,Digimon Tamers,2001,SPRING,51,75,75,37946,1429,Action|Adventure|Drama|Fantasy|Sci-Fi,ORIGINAL,Toei Animation
909,909,Gene Shaft,2001,SPRING,13,58,59,3621,22,Adventure|Mecha|Sci-Fi,ORIGINAL,Satelight
952,952,Magical Meow Meow Taruto,2001,SUMMER,12,56,58,2496,16,Comedy|Mahou Shoujo,MANGA,MADHOUSE
959,959,Legend of Condor Hero,2001,SPRING,26,65,68,1929,20,Adventure|Drama|Romance,OTHER,Nippon Animation
1005,1005,Star Ocean EX,2001,SPRING,26,61,62,2548,20,Adventure|Fantasy|Sci-Fi,VIDEO_GAME,Studio DEEN
1048,1048,The SoulTaker,2001,SPRING,13,59,60,8273,92,Action|Horror|Supernatural,ORIGINAL,Tatsunoko Production
1098,1098,Samurai Girl Real Bout High School,2001,SUMMER,13,54,55,2127,14,Adventure|Comedy|Fantasy,LIGHT_NOVEL,GONZO
1126,1126,Figure 17: Tsubasa & Hikaru,2001,SPRING,13,70,72,5093,103,Sci-Fi|Slice of Life,ORIGINAL,OLM
1145,1145,Kaze no Yojimbo,2001,FALL,25,65,67,4555,35,Adventure|Drama|Mystery|Slice of Life,OTHER,Studio Pierrot
1156,1156,Zaion: I Wish You Were Here,2001,FALL,4,51,52,2542,7,Action|Drama|Mecha|Mystery|Romance|Sci-Fi,ORIGINAL,GONZO
1157,1157,Final Fantasy: Unlimited,2001,FALL,25,57,58,6078,40,Action|Adventure|Fantasy|Sci-Fi,VIDEO_GAME,GONZO
1164,1164,Rune Soldier,2001,SPRING,24,68,69,5136,49,Adventure|Comedy|Fantasy,LIGHT_NOVEL,J.C.STAFF
1179,1179,Shingu: Secret of the Stellar Wars,2001,SPRING,26,65,68,2659,34,Adventure|Mecha|Sci-Fi|Supernatural,ORIGINAL,MADHOUSE
1249,1249,"Z.O.E Dolores, i",2001,SPRING,26,66,67,3397,43,Action|Adventure|Comedy|Mecha|Sci-Fi,VIDEO_GAME,Sunrise
1465,1465,Sadamitsu the Destroyer,2001,WINTER,10,64,67,1826,13,Action|Mecha|Sci-Fi,MANGA,Studio DEEN
1492,1492,Project ARMS,2001,SPRING,26,65,67,3755,35,Action|Fantasy|Mystery|Sci-Fi|Thriller,MANGA,TMS Entertainment
1493,1493,Project ARMS: The 2nd Chapter,2001,FALL,26,67,70,1426,8,Action|Fantasy|Mystery|Sci-Fi|Thriller,MANGA,TMS Entertainment
1608,1608,SALARYMAN KINTARO,2001,WINTER,20,68,70,2931,33,Action|Comedy|Drama,MANGA,JCF
1614,1614,Captain Tsubasa,2001,FALL,52,71,71,11119,213,Action|Sports,MANGA,
1664,1664,Babel II: Beyond Infinity,2001,FALL,13,57,59,1231,10,Action|Adventure|Mystery|Sci-Fi|Supernatural,MANGA,Vega Entertainment
1676,1676,Cosmo Warrior Zero,2001,SUMMER,13,63,66,1918,24,Action|Adventure|Sci-Fi,VIDEO_GAME,Vega Entertainment
1677,1677,Young Harlock o Oe! Cosmo Warrior Zero Gaiden,2001,SUMMER,2,60,62,1003,9,Drama|Sci-Fi,VIDEO_GAME,Vega Entertainment
1678,1678,Cyborg 009: The Cyborg Soldier,2001,FALL,51,69,70,8019,150,Action|Adventure|Mecha|Sci-Fi,MANGA,Vistec Entertainment
1728,1728,Super GALS,2001,SPRING,52,71,72,7389,150,Comedy|Slice of Life,MANGA,Studio Pierrot
1962,1962,The Daichis - Earth's Defense Family,2001,WINTER,13,67,71,1347,21,Action|Comedy|Sci-Fi,ORIGINAL,
2014,2014,You're Under Arrest: Fast & Furious,2001,SPRING,26,71,73,3154,29,Action|Comedy,MANGA,Studio DEEN
2036,2036,Cosmic Baton Girl Comet-san,2001,SPRING,43,70,73,2515,68,Adventure|Comedy|Mahou Shoujo|Sci-Fi,MANGA,Nippon Animation
2259,2259,Dr. Rin ni Kiitemite!,2001,SPRING,51,56,59,1221,11,Comedy|Fantasy|Romance,MANGA,Studio Comet
2287,2287,Fighting Foodons,2001,FALL,26,58,60,1392,14,Adventure|Comedy|Fantasy,MANGA,
2362,2362,RUN=DIM,2001,SPRING,13,37,36,1226,3,Action|Mecha|Sci-Fi,,
2390,2390,Kirby: Right Back at Ya!,2001,FALL,100,67,68,10315,281,Action|Adventure|Comedy|Fantasy|Slice of Life,VIDEO_GAME,Studio Comet
2495,2495,Chance Pop Session,2001,SPRING,13,58,60,1863,8,Drama|Music,OTHER,MADHOUSE
2521,2521,Great Dangaioh,2001,SPRING,13,56,59,1424,14,Action|Mecha|Sci-Fi,,AIC
2934,2934,Shiawase Sou no Okojo-san,2001,FALL,51,63,68,1361,12,Comedy,MANGA,Radix
3012,3012,Gekitou! Crush Gear TURBO,2001,FALL,68,66,68,1828,40,Sports,ORIGINAL,
3104,3104,Geisters: Fractions of the Earth,2001,FALL,26,41,42,563,6,Action|Sci-Fi,ORIGINAL,
3290,3290,Vampiyan Kids,2001,FALL,26,50,58,462,2,Comedy|Fantasy,ORIGINAL,
3561,3561,Brain Adventure Record Webdiver,2001,SPRING,52,61,65,1052,19,Adventure|Mecha|Sci-Fi,ORIGINAL,Radix
3736,3736,PaRappa The Rapper,2001,SPRING,30,64,67,2236,46,Comedy|Fantasy|Slice of Life,VIDEO_GAME,J.C.STAFF
3776,3776,Go! Go! Itsutsugo Land,2001,SPRING,50,50,56,311,1,,,
4586,4586,Daisuki! BuBu ChaCha,2001,SPRING,26,64,70,501,8,,ORIGINAL,Daume
4940,4940,Captain Kuppa,2001,SUMMER,26,53,62,448,6,Action|Adventure|Sci-Fi,MANGA,Bee Train
5200,5200,OFFSIDE,2001,SPRING,39,64,68,1293,16,Action|Drama|Sports,MANGA,Ashi Productions
5474,5474,Yobarete Tobidete Akubi-chan,2001,FALL,26,46,49,440,1,Comedy|Fantasy,,Tatsunoko Production
6625,6625,Nono-chan,2001,SUMMER,61,49,55,475,5,Comedy|Slice of Life,MANGA,
7109,7109,Captain Fatz and the Seamorphs,2001,SPRING,52,,58,240,1,Action|Adventure|Fantasy,,
7960,7960,Pachislo Kizoku Gin,2001,SPRING,23,50,55,650,4,Action,,
10360,10360,Kinniku Banzuke: Kongou-kun no Daibouken!,2001,SUMMER,3,44,46,474,0,Action|Sports,OTHER,
11525,11525,Mamimume★Mogacho,2001,SUMMER,13,43,45,361,1,,,
17487,17487,Tantei Shounen Kageman,2001,SPRING,38,,49,151,0,Comedy|Mystery,,
20858,27721,Mistin,2001,FALL,26,61,66,966,11,Fantasy|Slice of Life,,OLM
7,7,Witch Hunter ROBIN,2002,SUMMER,26,68,69,23515,295,Action|Drama|Mystery|Supernatural,ORIGINAL,Sunrise
17,17,Hungry Heart: Wild Striker,2002,FALL,52,72,72,4761,88,Comedy|Slice of Life|Sports,MANGA,Nippon Animation
20,20,Naruto,2002,FALL,220,80,80,696701,40294,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,MANGA,Studio Pierrot
48,48,.hack//SIGN,2002,SPRING,26,66,66,34679,637,Adventure|Fantasy|Mystery|Sci-Fi,ORIGINAL,Bee Train
53,53,Ai Yori Aoshi,2002,SPRING,24,67,67,17810,152,Comedy|Drama|Romance|Slice of Life,MANGA,J.C.STAFF
59,59,Chobits,2002,SPRING,26,71,71,88518,1996,Comedy|Drama|Ecchi|Romance|Sci-Fi,MANGA,MADHOUSE
66,66,Azumanga Daioh,2002,SPRING,26,79,79,105745,4703,Comedy|Slice of Life,MANGA,J.C.STAFF
71,71,Full Metal Panic!,2002,WINTER,24,72,72,93344,1345,Action|Comedy|Mecha|Sci-Fi,LIGHT_NOVEL,GONZO
93,93,Mobile Suit Gundam Seed,2002,FALL,50,72,73,30989,792,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
107,107,Jing: King of Bandits,2002,SPRING,13,66,67,7295,76,Adventure|Comedy|Fantasy|Sci-Fi,MANGA,Studio DEEN
122,122,Looking for the Full Moon,2002,SPRING,52,76,76,21560,694,Comedy|Drama|Mahou Shoujo|Music|Romance|Supernatural,MANGA,Studio DEEN
132,132,GetBackers,2002,FALL,49,71,71,19863,311,Action|Comedy|Drama|Mystery,MANGA,Studio DEEN
144,144,Kanon,2002,WINTER,13,65,65,15341,112,Drama|Romance|Slice of Life|Supernatural,VISUAL_NOVEL,Toei Animation
153,153,The Twelve Kingdoms,2002,SPRING,45,77,77,39469,924,Action|Adventure|Fantasy|Supernatural,LIGHT_NOVEL,Studio Pierrot
162,162,Pita-Ten,2002,SPRING,26,65,66,5075,63,Comedy|Fantasy|Romance,MANGA,MADHOUSE
165,165,RahXephon,2002,WINTER,26,71,71,28561,433,Drama|Mecha|Music|Mystery|Psychological|Romance|Sci-Fi,ORIGINAL,bones
175,175,Tokyo Underground,2002,SPRING,26,61,62,5699,55,Action|Adventure|Romance|Sci-Fi,MANGA,Studio Pierrot
183,183,Whistle!,2002,SPRING,39,69,70,2972,44,Sports,MANGA,
195,195,Please☆Teacher!,2002,WINTER,12,66,67,30845,374,Comedy|Drama|Romance|Sci-Fi,ORIGINAL,Daume
200,200,Tenshi na Konamaiki,2002,SPRING,50,69,70,5912,55,Comedy|Romance|Supernatural,MANGA,TMS Entertainment
260,260,HAPPY☆LESSON (TV),2002,SPRING,13,61,62,5246,30,Comedy|Drama|Romance|Slice of Life,MANGA,
274,274,Kiddy Grade,2002,FALL,24,67,68,8918,95,Action|Ecchi|Mecha|Sci-Fi,ORIGINAL,GONZO
277,277,Mahoromatic: Something More Beautiful,2002,FALL,14,67,68,7042,55,Comedy|Drama|Ecchi|Romance|Sci-Fi,MANGA,Gainax
296,296,Dragon Drive,2002,SUMMER,38,63,64,4184,43,Action|Adventure|Comedy|Fantasy|Sci-Fi,MANGA,MADHOUSE
306,306,Magical Shopping Arcade Abenobashi,2002,SPRING,13,69,69,22415,227,Comedy|Ecchi|Fantasy,ORIGINAL,Gainax
327,327,Petite Princess Yucie,2002,FALL,26,69,71,4397,77,Comedy|Fantasy|Mahou Shoujo|Romance|Slice of Life,ORIGINAL,Gainax
328,328,Piano: The Melody of a Young Girl's Heart,2002,FALL,10,57,59,1996,12,Drama|Music|Romance|Slice of Life,ORIGINAL,OLM
341,341,Spiral: Bond of Reasoning,2002,FALL,25,67,67,7939,85,Comedy|Drama|Mystery,MANGA,J.C.STAFF
353,353,Ojamajo Doremi Dokkaan!,2002,WINTER,51,79,80,5925,447,Comedy|Drama|Fantasy|Mahou Shoujo|Slice of Life,ORIGINAL,Toei Animation
387,387,Haibane Renmei,2002,FALL,13,79,79,95814,5100,Drama|Fantasy|Mystery|Psychological|Slice of Life,OTHER,Radix
419,419,Samurai Deeper Kyo,2002,SUMMER,26,64,64,7539,62,Action|Adventure|Comedy|Fantasy,MANGA,Studio DEEN
446,446,Knight Hunters Eternity,2002,FALL,13,59,61,1844,10,Action|Drama,LIGHT_NOVEL,ufotable
467,467,Ghost in the Shell: Stand Alone Complex,2002,FALL,26,82,82,79320,2669,Action|Mystery|Psychological|Sci-Fi,MANGA,Production I.G
529,529,"She, The Ultimate Weapon",2002,SUMMER,13,66,66,21075,239,Drama|Romance|Sci-Fi,MANGA,GONZO
623,623,Nana: Seven of Seven,2002,WINTER,25,64,67,3067,24,Adventure|Comedy|Romance,MANGA,A.C.G.T.
652,652,Galaxy Angel Z,2002,WINTER,9,69,70,2795,18,Comedy|Sci-Fi,ORIGINAL,MADHOUSE
653,653,Galaxy Angel A,2002,FALL,26,70,72,2629,26,Comedy|Sci-Fi,ORIGINAL,MADHOUSE
687,687,Tokyo Mew Mew,2002,SPRING,52,69,70,31988,959,Adventure|Comedy|Fantasy|Mahou Shoujo|Romance|Sci-Fi,MANGA,Studio Pierrot
708,708,Patapata Hikousen no Bouken,2002,WINTER,26,71,74,2801,46,Adventure|Sci-Fi,OTHER,Telecom Animation Film
721,721,Princess Tutu,2002,SUMMER,38,81,81,45449,2992,Drama|Fantasy|Mahou Shoujo|Mystery|Psychological|Romance,ORIGINAL,Hal Film Maker
751,751,Bomberman Jetters,2002,FALL,52,62,65,1425,34,Action|Adventure|Comedy|Sci-Fi,VIDEO_GAME,
833,833,Gravion,2002,FALL,13,61,62,4208,41,Adventure|Comedy|Mecha|Sci-Fi,ORIGINAL,GONZO
835,835,Sister Princess RePure,2002,FALL,13,61,63,2243,20,Drama|Romance,LIGHT_NOVEL,ZEXCS
958,958,Heat Guy J,2002,FALL,25,66,67,4855,37,Action|Adventure|Mecha|Sci-Fi,ORIGINAL,Satelight
1019,1019,Mirage of Blaze,2002,WINTER,13,57,58,4062,32,Action|Drama|Romance|Supernatural,LIGHT_NOVEL,MADHOUSE
1127,1127,UFO Ultramaiden Valkyrie,2002,SUMMER,12,63,64,5039,55,Comedy|Ecchi|Sci-Fi,MANGA,TNK
1132,1132,Digimon Frontier,2002,SPRING,50,69,69,28500,546,Action|Adventure|Drama|Fantasy|Sci-Fi,ORIGINAL,Toei Animation
1133,1133,Tenchi Muyo! GXP,2002,SPRING,26,66,67,5597,113,Action|Comedy|Mecha|Sci-Fi,ORIGINAL,AIC
1224,1224,Aquarian Age: Sign for Evolution,2002,WINTER,13,57,58,2511,11,Action|Adventure|Fantasy|Music|Romance|Sci-Fi,ORIGINAL,MADHOUSE
1564,1564,Pokémon the Series: Ruby and Sapphire,2002,FALL,192,69,69,47854,498,Action|Adventure|Comedy|Fantasy,VIDEO_GAME,OLM
1623,1623,G-on Riders,2002,SUMMER,13,55,56,1859,15,Comedy|Drama|Ecchi|Sci-Fi,ORIGINAL,Shaft
1628,1628,Demon Lord Dante,2002,SUMMER,13,56,57,2990,25,Action|Horror|Supernatural,MANGA,Magic Bus
1667,1667,Barom One,2002,FALL,13,47,48,1038,4,Action|Sci-Fi|Supernatural,MANGA,E&G Films
1669,1669,Beyblade V-Force,2002,WINTER,51,64,64,13845,135,Action|Adventure|Comedy|Sci-Fi|Sports,MANGA,Nippon Animation
1685,1685,Duel Masters,2002,FALL,26,53,53,4599,35,Action|Adventure|Comedy,MANGA,Studio Hibari
1705,1705,Genma Wars: Eve of Mythology,2002,WINTER,13,47,48,917,8,Adventure|Drama|Horror|Sci-Fi|Supernatural,MANGA,E&G Films
1706,1706,Gun Frontier,2002,SPRING,13,62,63,3385,37,Action|Adventure|Sci-Fi,MANGA,Vega Entertainment
1707,1707,Ultimate Muscle,2002,WINTER,51,68,68,5400,114,Action|Comedy|Sci-Fi|Sports,MANGA,Toei Animation
1710,1710,MegaMan NT Warrior,2002,SPRING,56,65,66,9329,155,Action|Adventure|Comedy|Sci-Fi,VIDEO_GAME,Xebec
1712,1712,Shin Seiki Den Mars,2002,FALL,13,54,57,878,11,Mecha|Sci-Fi,MANGA,Plum
1744,1744,Mirmo Zibang!,2002,SPRING,78,69,70,4799,98,Adventure|Comedy|Drama|Fantasy|Mahou Shoujo|Romance,MANGA,Studio Hibari
1745,1745,Wild 7 Another,2002,SPRING,13,43,45,509,3,Action|Adventure,MANGA,E&G Films
1792,1792,OVERMAN King Gainer,2002,FALL,26,69,70,6263,98,Action|Adventure|Mecha|Sci-Fi,ORIGINAL,Sunrise
2004,2004,Hanada Shounen-shi,2002,FALL,25,75,77,5098,94,Comedy|Drama|Slice of Life|Supernatural,MANGA,MADHOUSE
3006,3006,Atashin'chi,2002,SPRING,330,69,71,1750,49,Comedy,MANGA,
3193,3193,Monkey Typhoon,2002,FALL,52,62,66,1083,8,Comedy|Sci-Fi,MANGA,
3271,3271,Daigunder,2002,SPRING,39,63,66,916,12,Adventure|Mecha|Sci-Fi,ORIGINAL,Brain's Base
3355,3355,Fortune Dogs,2002,SUMMER,39,64,73,483,7,Adventure,ORIGINAL,Vega Entertainment
4068,4068,Shin Megami Tensei: Devil Children - Light & Dark,2002,FALL,52,64,72,739,10,Action|Adventure|Fantasy,,
5473,5473,Tsuri Baka Nisshi,2002,FALL,36,,54,345,2,Comedy|Slice of Life,MANGA,
7525,7525,Kick Off 2002,2002,WINTER,26,,56,214,2,Sports,VIDEO_GAME,
8956,8956,Denkou Chou Tokkyuu Hikarian,2002,SPRING,52,54,61,395,3,Action|Adventure,,
10237,10237,Ki Fighter,2002,SUMMER,26,,54,126,0,Adventure,,
18005,18005,Forza! Hidemaru,2002,SPRING,26,,54,229,0,Sports,,
20857,27723,Kasumin 2nd Series,2002,FALL,26,58,66,369,7,Fantasy|Slice of Life,,OLM
26,26,Texhnolyze,2003,SPRING,22,76,77,82201,3048,Action|Drama|Psychological|Sci-Fi,ORIGINAL,MADHOUSE
56,56,Avenger,2003,FALL,13,55,56,3612,31,Adventure|Fantasy|Sci-Fi,ORIGINAL,Bee Train
60,60,Chrono Crusade,2003,FALL,24,71,71,33173,425,Action|Romance|Supernatural,MANGA,GONZO
61,61,D.N.Angel,2003,SPRING,26,66,66,22732,289,Action|Comedy|Fantasy|Romance,MANGA,Xebec
